,decimalLatitude,decimalLongitude,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
Carex endlichii,1.357299704,1.410603238,5.760497664,6.180614856,2.103964512,490.2994504,12.56366012,7.00547405,16.69144824,10.2651514,5.628202792,10.715565,4.515282691,117.6593435,20.78463642,3.432524176,2.852679053,54.60765107,9.812973272,46.61593671,16.67363188
Carex engelmannii,0.686185529,1.104189561,4.125030062,4.140638279,0.479748611,161.5434803,4.324951193,7.81009725,8.516350081,7.155694813,8.4646896,3.779723472,5.404583593,112.7471661,19.53830126,1.398876786,2.870976212,56.91892556,6.204787081,7.014981449,53.30359952
Carex ericetorum,0.059600066,0.088073689,0.333108824,0.111936312,0.041816201,12.96179173,0.278140743,0.49703637,0.446874573,0.400967618,0.418973412,0.272373795,0.443385172,2.010634795,0.235736418,0.129448004,0.06398414,0.678217403,0.425184115,0.628532799,0.496588414
Carex erythrorrhiza,3.096594258,1.913027401,11.80847154,9.692264957,2.357965225,178.2056677,10.63202709,17.171488,16.86594201,11.80847154,12.23274295,9.859006035,13.19318006,154.3937823,19.1546339,6.201612693,16.74037037,22.59203399,29.63342707,59.11734094,39.38578424
Carex exilis,0.254270606,0.539784708,2.766203997,0.963680929,0.204051155,121.6664016,2.139742807,4.916100501,4.300016671,4.558050693,6.828920308,1.966958623,4.306199261,14.91428603,1.376243218,1.431364406,0.649727752,3.939125564,4.32364712,2.348493944,5.897463452
Carex exsiccata,0.326965371,0.215527386,2.395272827,1.637474703,0.607332578,115.5171211,2.086580096,3.966317359,4.230454693,3.173968739,3.285923295,1.440569862,3.701101063,41.96666638,6.800063611,1.196029494,1.218185506,19.73986084,4.202543326,4.658958418,18.71154056
Carex extensa,0.082537882,0.128287964,0.411306714,0.148120464,0.079911555,16.79151662,0.432389234,0.533697791,0.536034835,0.552653614,0.976605464,0.363055067,0.53933424,4.8578236,0.582948139,0.269389457,0.137513149,1.679028471,0.83484967,0.891198336,1.697562119
Carex fecunda,1.051239099,0.69931305,6.796587379,3.577839199,1.977371993,272.940392,6.58920329,9.835649445,8.485257804,7.317221695,7.942291861,7.312518946,8.101135723,64.81229513,8.540195158,2.362428129,3.369114622,23.31006077,8.043191738,17.49242884,9.310087719
Carex fedia,1.786406785,3.199459398,18.33787572,4.348648503,2.142062033,671.8298523,12.80966835,23.93479434,17.65809345,31.58655954,12.24508672,11.94332346,25.26657872,179.8970045,44.86372386,2.736952519,6.415116445,114.8813977,9.877765331,89.40189692,24.12196969
Carex ferruginea,0.013910134,0.047745956,4.113232928,1.878672873,0.643035621,22.5434989,4.689816325,3.378002317,1.607589052,3.659667484,3.929471204,3.929471204,4.223482304,3.547075895,0.973702668,1.185443721,0.801976365,3.039531925,2.880101161,2.880101161,3.710955911
Carex festucacea,0.253304619,0.708544235,2.306602159,0.907693565,0.30569884,75.75057467,1.852251775,3.041163298,2.501704579,4.863236961,6.921492032,1.839056891,3.027154279,12.68054721,1.654719003,1.67195884,0.998408098,3.557598753,5.270501241,2.990652114,6.911534898
Carex feta,0.175770103,0.090672903,1.60944316,0.96730945,0.206864469,38.745591,1.87035216,1.793140719,1.798176892,1.657494454,1.786961145,1.592956024,1.711539698,15.38095495,2.874192601,0.36932535,0.536790534,7.853209168,1.413958742,1.526363798,7.615864798
Carex filicina,0.787290413,1.090550657,2.715774372,1.06692502,1.12051859,111.3761454,2.833828477,3.746405993,3.15130891,2.498770713,3.290889617,2.770522855,3.350723181,54.78796701,8.461266576,4.234300408,1.546442176,22.95757403,13.20937709,21.57022455,15.57234626
Carex filifolia,0.317864252,0.436888753,1.595007072,0.767297798,0.297862749,105.4776562,2.079319187,2.6472508,3.112717165,3.650399289,4.17578209,1.739577405,2.4896778,9.234840667,1.658865656,0.264560438,0.603099801,4.579012426,0.855091744,2.475526755,6.175128215
Carex filipes,0.132245881,0.20803559,1.800771893,0.770979458,0.264537827,56.78714809,1.579245743,2.533586946,2.057777981,1.929637584,2.414257411,1.566888307,2.28271938,27.87830009,4.349329607,1.451093966,0.524967367,10.82640642,4.854664236,8.896883551,6.335518247
Carex fimbriata,0.436430817,0.464466394,8.43506965,2.731348873,0.552931581,42.09965637,10.99444102,6.898193,4.220458111,9.919018769,11.16612735,8.923168346,7.908712495,65.61247036,4.851487744,6.394914646,2.311622807,14.29078024,18.83817755,19.45611129,15.52446242
Carex finitima,1.872601742,2.426635567,4.212686882,1.967586829,2.486557053,252.9221704,4.692164247,7.121713402,6.935311305,4.178786417,6.107061947,4.504084274,6.106155348,147.10926,19.25232888,11.16105801,3.307375879,51.57912754,35.29769058,49.766,38.23936775
Carex firma,0.031916942,0.116454455,0.959107086,0.443338181,0.065216699,20.33998903,1.359123046,0.761339572,1.005951028,2.08036953,1.884861509,1.136201961,0.763121881,7.66586831,0.752122966,0.638022009,0.347372893,2.267040621,2.124559692,2.547150033,2.785359305
Carex fischeri,1.56878173,1.183769824,9.223226184,4.889835767,1.930105863,107.4202547,11.55275073,7.253564471,9.103994511,8.6051951,9.137495672,10.20484634,9.089744594,90.21821967,12.24744871,8.78252333,8.544726191,37.50892898,33.26075432,40.42188779,59.43945981
Carex fissa,0.416874759,0.731878046,3.660620788,1.208646994,0.740558272,209.4288487,0.843953602,6.713098159,6.935446461,3.672434297,8.00683496,1.060199221,6.398438487,19.31375392,3.616908454,1.565645564,1.058881529,10.69222366,5.219776617,12.91413515,7.809094384
Carex fissuricola,0.091366941,0.086382077,1.874887784,0.900492386,0.118374268,32.26392133,2.532707043,1.646638132,1.688116746,1.539349361,2.521042345,2.063004902,1.695898886,13.15714032,2.385720818,0.34522175,0.529355479,6.722056037,0.986723268,1.103286472,6.729853195
Carex flacca,0.042269189,0.067518932,0.166248013,0.114806515,0.045939495,8.625755131,0.242117172,0.224432732,0.29691073,0.442104439,0.425357476,0.179664544,0.21173422,3.123487335,0.390526361,0.164491426,0.06344825,1.100092742,0.52257506,0.574352772,1.064383901
Carex flaccosperma,0.419188218,0.848212236,3.777422168,0.994646939,0.430397211,107.4195468,2.432945309,4.846871338,3.323413425,7.065492484,10.02343656,2.607137247,5.034644272,16.15268625,2.19140036,1.514913532,0.749509458,4.989010646,4.601661999,4.951160588,8.353131575
Carex flava,0.033015423,0.088886247,0.202129445,0.078192633,0.01798357,8.212259187,0.209598998,0.306177918,0.314366257,0.334276262,0.287883299,0.191506166,0.264959993,2.30557418,0.275089823,0.115604274,0.040673359,0.750061947,0.407722668,0.452234623,0.720514963
Carex floridana,0.411019228,0.686057053,3.85245089,1.287964744,0.841229134,199.0639878,1.37554862,6.450740755,6.232545465,5.625713799,8.013337574,1.59449602,6.398366075,27.15337678,4.570125036,1.965358466,1.863547782,13.50418887,6.877410215,16.52519828,10.71808113
Carex fluviatilis,1.053829132,0.712147156,10.15025999,5.092478113,2.925937646,370.6877992,7.091857616,11.7125289,7.504072968,6.427372022,15.38541878,6.182861617,14.5,100.1535488,23.71591121,1.282358937,1.400396769,62.81613381,4.263540521,62.88636135,4.263540521
Carex foenea,0.259359958,0.826750601,1.562263984,0.730654752,0.244474457,86.48502539,1.1685085,2.76042142,2.369082383,2.302526051,3.493448927,1.178167565,2.538074419,10.45787091,0.930802231,0.881902883,0.671297027,2.737528799,2.748633695,2.232083649,3.491011583
Carex foetida,0.073308332,0.245745571,1.606201425,0.692882172,0.15561862,27.01696197,2.140591517,1.363179545,1.350441732,3.104914267,2.981429146,1.748359821,1.444286241,16.77759282,1.500637177,1.49415983,0.380963541,4.144299509,4.188104799,4.540005524,5.252887419
Carex folliculata,0.174177162,0.484293279,1.640757274,0.796350722,0.195790392,55.41133,1.739214336,2.082902313,2.061214092,4.628845271,4.946716316,1.538116942,2.053406961,8.872296443,1.075965873,0.808902664,0.322937722,3.051997495,2.415676965,2.024432085,3.820561596
Carex foraminata,3.950119689,10.22272501,28.55772451,13.04586408,4.203050954,1048.082385,26.90752061,39.90240395,36.31959489,43.43841405,52.44322805,24.45865965,37.42531277,290.7682274,44.91124495,14.98871606,11.37652625,120.9016699,49.86644131,84.03740704,96.9936332
Carex formosa,0.351322183,0.710804568,3.366712731,1.269207916,0.375919802,122.4202271,2.124066921,5.298226279,3.76771736,8.735827117,4.859699849,2.168281458,4.818695553,20.76339927,1.65175558,2.152086318,1.17702646,4.779409266,6.553785499,5.557749717,6.827212515
Carex forsteri,0.250601616,0.173774926,1.989033668,0.515500859,0.087728645,23.91197473,1.695713075,2.351912862,1.102873699,2.053960792,2.489158076,1.833166698,2.30851905,57.63592013,5.573620388,3.203819964,0.44984596,16.59198717,12.22138615,12.51817319,14.66277966
Carex fracta,0.116351627,0.080232868,1.207195727,0.471213859,0.097463673,13.55911327,1.311448411,1.125285048,0.702391292,1.174265696,1.194049811,1.228027212,1.192453709,11.855472,2.102126285,0.189681998,0.274170057,5.728110971,0.745614734,0.690495688,5.584580174
Carex frankii,0.130896278,0.391060876,1.12407742,0.493722126,0.194420089,47.94561586,0.899432518,1.611916587,1.5718641,2.343525952,4.042276899,0.877396237,1.622316561,9.29531723,1.116325028,1.059813215,0.698717251,2.68932773,3.400214774,2.194727468,4.783276406
Carex frigida,0.06686957,0.178510402,1.011248037,0.38841833,0.114214715,15.02226879,1.172762539,1.092364683,0.671539222,1.775242189,2.740128204,1.029773897,1.047283277,7.742615271,0.676576434,0.75694853,0.298465758,2.022732083,2.313954984,3.019849238,2.61672351
Carex fritschii,0.171008958,1.68999121,5.334983934,1.89395184,0.490990253,203.6708654,5.370014299,9.808432961,8.314010335,4.415627686,6.659445494,5.408120548,6.693380259,102.9686044,9.430076314,5.07246594,1.602871308,30.21260233,16.85435245,30.74419225,16.9825935
Carex fucata,0.25977004,11.30792861,21.55522623,10.20920064,1.013793755,264.4562556,29.97860348,16.94632048,16.30831417,10.67915935,30.32124301,23.49006882,19.01008504,231.7584111,53.39080237,1.939358428,7.727296494,137.4890703,9.627795409,137.7870337,9.735387911
Carex fuliginosa,0.171770616,1.459457785,1.165955642,0.411015222,0.11296147,64.68176968,0.886151569,1.93815766,1.950810392,0.892650801,2.188284531,0.665541534,1.815220188,6.405336952,0.709143601,0.369487871,0.365264423,2.033198203,1.204399994,2.033534953,1.561594901
Carex furva,0.197819531,0.123802084,2.356479467,0.961574393,0.118332595,57.3148959,3.246573688,2.156533794,2.764597263,2.930954618,2.696258843,2.688091688,2.155430381,22.84784216,3.191381509,1.386064323,0.766609873,8.884875551,4.54515939,4.555624214,8.827242544
Carex fuscula,1.202037403,1.289884441,5.996224567,3.129430211,0.460237211,119.7728256,7.128442694,5.397988732,6.065383839,9.094478597,5.072800387,6.179899689,6.196749748,76.69644531,10.27521025,5.552374878,3.246725534,29.69095128,17.33551137,22.36219749,32.49265604
Carex fusiformis,0.492338866,4.907465939,27.13968497,3.378855822,1.08012345,89.55294058,27.34501783,30.4097024,4.183300133,23.77323425,29.4009637,24.06718028,26.66302058,390.3026603,105.7209377,1.931105038,5.706356105,286.6307148,14.6628783,306.3523298,24.20872777
Carex garberi,0.509936858,1.687465417,3.639070142,0.969902631,0.348703046,169.9255948,2.4588418,5.663215986,4.869502109,4.100937489,5.982076094,2.444355413,5.3245164,23.86659878,3.096969775,1.34419758,1.071237561,8.336325031,4.438688647,4.420043628,7.956178534
Carex gayana,1.56780813,0.318614804,8.356183496,4.158518163,1.369329653,159.5285845,11.09189957,7.586688296,6.395061104,11.92952167,8.899949708,10.02836558,6.836536901,53.64827194,10.54220972,1.432057916,4.398294835,29.40294702,5.207989315,5.933826242,28.23690696
Carex gentilis,0.3182976,1.22281493,6.587867454,2.644343467,0.928751464,155.5472794,6.537193629,9.041137538,6.41512225,6.163169663,7.948052318,6.525246105,7.337236201,122.2560622,21.24703544,7.569157096,3.331187045,54.95053108,23.94122592,54.09892756,24.34850784
Carex geophila,1.6328433,1.003996125,13.24541963,4.483975018,2.14890757,489.9489989,8.915607459,19.25423917,16.77889635,15.32588092,19.76251423,9.753527261,17.95043873,149.9778697,22.58181741,4.971408198,4.756468267,63.07939143,15.57088576,31.70914714,22.3601879
Carex geyeri,0.230612918,0.512357646,2.265052856,1.252035731,0.285120939,59.18720605,2.321253743,3.416191319,2.483785767,3.721446094,4.714114526,1.967584109,2.818085665,22.5024479,4.273221571,0.783360855,1.38694695,12.34318596,2.550772829,3.41768349,12.06952412
Carex gholsonii,0.136381197,0.16551949,1.429055251,1.555477137,0.369801041,81.75881029,0.423259427,2.897352299,3.116137915,4.798553787,2.095238649,0.37123531,2.463287627,15.30081581,3.169709836,1.328863694,1.296764818,8.563591047,4.033262609,9.017837475,7.332352879
Carex gibba,0.108537164,0.344164524,0.967205584,0.54455857,0.097492035,29.81752888,0.684455328,1.450746804,1.234615082,0.871600391,1.246897714,0.731345443,1.237291375,19.47589714,2.988681051,0.890997515,0.39183395,7.725326937,2.91349782,7.072801606,3.311805406
Carex gifuensis,0.185650771,0.140948122,4.833762787,2.213249927,0.37580429,100.4963493,4.208979001,6.277884656,4.707563744,4.215430233,5.718961596,4.158533729,5.748240647,56.226345,7.517205506,3.694547736,1.471857579,17.94269049,11.38214128,17.01288053,14.04115059
Carex gigantea,0.453917434,0.712348125,4.304024921,1.322067,0.692959249,172.5127665,1.667015517,6.381347397,5.570193627,8.531433923,7.172997086,2.425489392,6.346071561,20.55896581,4.013671826,1.847054226,1.798195515,11.19524062,6.279207946,13.53721431,9.836241968
Carex glabrescens,0.523505142,0.3132561,10.4717946,2.154729018,0.479490057,80.81757179,9.83604432,10.4676372,3.198423161,9.469759199,11.34670736,9.900847727,11.34670736,69.91065727,10.75944353,3.166510021,2.085237225,34.62964126,8.094861686,35.12274395,8.094861686
Carex glacialis,0.073608079,0.908709187,0.68545524,0.277575985,0.09962393,57.22954053,0.537551291,1.576632389,1.89475204,0.967926173,1.632357561,0.387941494,1.372587341,7.579030707,0.833763268,0.421820926,0.215843967,2.236620541,1.388905895,1.342066031,2.336275923
Carex glareosa,0.090221263,0.870821892,0.800160372,0.256255462,0.081805199,43.76172726,0.801896046,1.366617565,1.499391396,1.135313242,1.433854935,0.681223455,1.201201208,8.993632432,1.118177887,0.439244122,0.170289736,3.001726305,1.555269338,1.609687241,2.70533613
Carex glaucescens,0.274306967,0.668029702,2.711039959,1.151119871,0.288066018,61.14824127,1.691794902,3.092581724,2.40085678,7.368118623,4.416709152,2.210771883,3.146407989,20.42345009,2.942324246,1.353569738,0.778366315,8.473376618,4.645292307,8.712954093,8.779049738
Carex glaucodea,0.216254292,0.694417976,2.001618743,0.91650718,0.26094617,58.6309837,1.587809536,2.602385133,2.160259731,4.951472256,7.689058155,1.527247085,2.630988456,11.12940394,1.412756178,1.309055716,0.553862909,3.325437427,3.658398416,2.333678946,5.719336499
Carex globosa,0.128477701,0.106176784,0.895018642,1.170277558,0.287927808,61.25468344,1.61846496,1.464184383,2.630396018,1.336205631,1.22012954,0.998871382,1.335728834,19.13278443,3.558375655,0.157367692,0.458800194,9.744074966,0.775983693,1.179916725,9.495923496
Carex globularis,0.019941148,0.061119183,0.15966417,0.056129781,0.012908659,7.027263309,0.105378012,0.28453313,0.260638415,0.110240869,0.218702605,0.110047186,0.237246413,0.699555537,0.069197884,0.038970539,0.030259839,0.202382817,0.13148457,0.193122788,0.171498309
Carex glomerabilis,0.278117565,0.294918173,2.811046961,2.287323865,0.282135605,92.55103265,3.15636452,4.081595297,4.767750852,3.419345752,4.555113404,2.801446231,3.324929273,17.59921423,3.244877308,1.095467908,1.924694058,9.091098953,3.603280668,10.4049249,8.113050321
Carex gmelinii,0.423292415,8.695521069,3.294205855,1.122302481,0.436854573,223.5305186,1.889230825,6.438195758,6.687586186,2.674486712,7.41293654,1.48284736,5.851493541,70.27610602,10.11201502,3.135665583,1.301804913,25.85049044,11.07484506,12.24093485,21.91324943
Carex godfreyi,0.958502908,1.964011119,5.865060998,2.129470233,0.695139422,86.32158728,5.104387925,5.794119566,2.769968388,8.345338588,3.987463537,4.938565255,6.462022588,20.85306171,3.421246827,1.419097661,1.085892934,9.620581735,4.480588967,13.68282913,7.202390952
Carex gongshanensis,0.049950113,0.016517602,3.008321791,0.447213595,0.166666667,21.65178976,3.249786318,3.073181486,0.806225775,3.113590282,2.937307913,3.113590282,3.145543585,16.87733523,3.431876714,0.166666667,0.166666667,9.690774536,0.806225775,9.690774536,0.833333333
Carex gotoi,5.142072466,35.15116183,20.13289183,7.937253933,2.02758751,1769.580019,27.22131518,44.50592969,58.08423003,26,34.29933592,28.21347196,33.71613527,72.59706146,31.15730697,7.838650678,20.48034288,74.8383443,28.33333333,66.94276162,28.33333333
Carex gracilior,0.171341172,0.10855386,1.32598484,1.482798969,0.553805893,123.723866,3.690294059,1.554480648,4.730577566,1.530013055,2.537618932,2.389183154,1.527518199,27.24444137,5.079693758,0.118385098,0.520607102,13.39149186,0.850415308,1.022627983,13.1725707
Carex gracillima,0.11980851,0.313202973,1.208532296,0.427319283,0.135615787,45.3218433,0.876890106,2.007419915,1.539196613,2.87261157,2.937171418,0.895944777,1.77855258,7.741804509,0.603615417,0.873193112,0.45606896,1.741414702,2.606796798,1.468711666,2.914671584
Carex graminifolia,0.1011135,0.080139,1.5,0,0.5,0.5,1.5,1,0.5,1.5,1.5,1.5,1.5,58,11.5,0,1.5,34,2,34,7.5
Carex granularis,0.161941895,0.362275198,1.530845477,0.55610953,0.168056617,49.57837894,1.157371498,2.172396828,1.56735446,2.522797588,3.123134292,1.138377938,2.122650351,8.364342389,0.843445728,0.859701318,0.551084384,2.089830463,2.66671079,1.668941302,3.167620557
Carex gravida,0.110052511,0.168655024,1.0425982,0.647930069,0.143133078,33.53428684,0.795922793,1.404656675,1.065214387,1.174548463,1.608910428,0.831683024,1.39563358,9.415191614,1.020216253,0.563653835,0.514385681,2.474349116,1.971636941,2.442237742,2.042296614
Carex grayi,0.145725286,0.407310234,1.416879915,0.566862711,0.181079851,43.41717821,1.152245192,1.830093751,1.338079511,2.518592673,3.742100697,1.143485873,1.874559193,7.415357741,0.943817835,0.920332725,0.510422497,2.344333994,2.736863907,1.60235667,3.653360619
Carex greenwayi,0.763910569,0.104604386,9.442810316,9.638248458,3.175426481,238.0894002,9.16856041,13.04479462,5.677073777,9.169696469,7.076957915,11.60459679,6.612803238,58.44798257,41.60804209,3.227486122,7.604823031,77.43532247,10.03742995,36.16714669,13.47837775
Carex grioletii,3.950119689,10.22272501,28.55772451,13.04586408,4.203050954,1048.082385,26.90752061,39.90240395,36.31959489,43.43841405,52.44322805,24.45865965,37.42531277,290.7682274,44.91124495,14.98871606,11.37652625,120.9016699,49.86644131,84.03740704,96.9936332
Carex grisea,0.125234114,0.431377305,1.255111609,0.546061722,0.13839644,35.75153469,1.196792878,1.48956862,1.244478657,1.937511069,2.325467039,1.093810326,1.574893496,6.515890426,0.878978193,1.043569342,0.761172956,1.879488319,3.29922467,1.646031029,3.526987524
Carex gunniana,0.169201546,0.209000696,1.188338049,0.868102438,0.114446715,35.9849521,1.652372591,1.427555011,1.821683597,1.16559431,1.283958683,1.275051059,1.304450662,16.46967516,1.917570383,1.028654217,0.781915429,5.333970839,3.537255694,3.566809401,5.311419547
Carex gynandra,0.164363329,0.372624566,1.694300558,0.757351266,0.192924666,64.86174609,1.541701622,2.654817755,2.316347899,4.474626021,4.390627732,1.403689585,2.392989731,9.345283839,0.991509356,0.85982284,0.26820971,2.773891142,2.61339691,2.18594356,3.369722031
Carex gynocrates,0.520180454,4.791263931,3.347400438,1.324476634,0.322582058,188.2222742,2.418353549,5.388087524,5.831785137,3.212345821,6.251930178,2.022230552,5.122852668,21.23873554,2.494122177,1.30192651,0.923760332,6.687567666,4.342737077,4.842315029,5.791736958
Carex gynodynama,0.183920332,0.107278889,1.448756616,1.61157675,0.462612855,100.1368524,3.226282882,1.512897673,4.075902047,1.57704028,2.105353538,2.053816462,1.603743156,36.50052022,5.479013569,0.306941348,0.676135311,17.11691213,2.038020318,2.356119584,15.72647435
Carex gypsophila,0.217945492,0.138829218,14.28285686,5.315072906,5.437140793,804.1128134,23.36842599,6.612803238,17.08983616,18.7633286,5.461989869,24.01561992,3.54436172,45.43952024,18.04335058,0.478713554,5.484827557,29.91202378,0.946484724,18.49324201,1.779513042
Carex haematosaccus,0.509359334,0.158332832,2.425913739,1.375608538,0.583292281,67.98940333,2.678279313,2.155283982,1.794211638,2.058195467,2.824095827,2.154466091,2.912885891,36.20353066,5.631537495,2.854994951,2.410227251,14.60132257,10.18424898,19.42867494,14.02382893
Carex haematostoma,0.312017278,0.790396899,4.332050235,1.770594791,0.755211957,153.7825196,3.537625782,5.405258178,4.071336617,5.756838783,5.225795486,3.525228158,5.736916233,27.21754099,6.638945131,0.432085421,2.73871762,17.21956917,1.894001765,17.3258883,3.886470406
Carex halleriana,0.034043868,0.048702444,0.31407936,0.121093873,0.027682465,5.00554625,0.322842599,0.326384435,0.244897919,0.495096043,0.786556514,0.301646131,0.359735447,2.092812776,0.193048124,0.200374575,0.15299683,0.579500788,0.613385074,0.655552456,0.713936974
Carex halliana,0.187121604,0.184842483,1.484490758,1.823411151,0.297182698,39.00989407,2.05290707,2.277712975,2.779123073,2.006704401,1.676849375,1.372052628,1.672203634,58.16799716,10.3956154,0.785295834,0.966945257,29.58146114,3.713929648,4.037611231,27.82062456
Carex hallii,0.636827123,1.05920219,6.132378218,2.665289823,1.019648243,346.637686,7.273232556,8.895645993,9.285890142,12.36253782,12.83588839,7.486065833,7.969799422,27.44175008,3.817623664,2.026342175,2.990943856,11.02743892,7.151995257,7.742117799,15.50910013
Carex hancockiana,0.0409475,0.982402,37.5,25,5,43,35,59,24,38,33,38,38,109.5,5.5,2,13,5.5,7.5,5.5,7.5
Carex harfordii,0.166957553,0.100959521,1.144188432,1.539326283,0.346505397,66.57485185,1.853660058,1.716762042,3.008542123,1.268779258,1.074896567,1.059011368,1.653000549,27.67059678,4.998942288,0.296408645,0.627308289,13.93387994,1.297054114,1.564963823,13.50973325
Carex hartmanii,0.087163532,0.082927207,0.30151622,0.250261248,0.076567907,10.0036745,0.298163964,0.442011923,0.438460568,0.551294575,0.440787523,0.22222813,0.380988619,2.838488533,0.361077427,0.181007406,0.1035308,1.036312131,0.601313301,1.065705153,0.598665132
Carex hassei,0.304448702,0.269588064,2.31831942,1.257858964,0.413511431,92.07900928,2.585863975,3.150888097,3.47762408,2.81252733,3.138935946,2.187505148,2.952660317,24.13495713,4.203648183,0.580855216,0.964158592,11.71214853,2.068120131,3.931007426,10.91377321
Carex haydeniana,0.384244867,0.434893038,1.988893839,1.275736527,0.30198464,72.68451605,2.39558667,3.165035837,3.051957692,4.685668694,5.10644709,1.886704558,2.641313489,10.84562269,1.902528264,0.913437933,1.445925795,5.197704288,3.115721445,4.730444244,5.877482665
Carex haydenii,0.343583693,0.904935312,3.816113448,1.056027619,0.355965461,127.3472652,3.05027958,5.948389113,3.919557304,5.635555841,6.696841086,2.910939587,5.4436909,19.52418034,2.403653756,1.991564687,1.261645056,6.995913924,5.903982932,3.415830192,9.361215942
Carex hebes,0.020375623,0.028192979,0.521806203,0.286490771,0.072071728,8.193620188,0.668050665,0.46010393,0.399614228,0.840134624,0.644427608,0.548902882,0.537338309,7.128348223,1.023856421,0.228979237,0.146463898,2.809622397,0.959600391,0.789032889,2.800845659
Carex heleonastes,0.115489881,0.564856635,0.641425191,0.179679073,0.066043365,33.87178753,0.512978356,1.120779809,1.143679262,0.604696897,0.916829918,0.486019331,0.965260437,3.644327405,0.39734454,0.22489481,0.137700189,1.210704467,0.749554731,1.197143199,0.918237135
Carex helleri,0.049340545,0.116480389,1.067743564,0.613695787,0.072957934,24.36497935,1.550352612,0.96221807,1.225962768,1.133208186,1.782786914,1.211010012,0.961730358,8.677740185,1.550627688,0.258323212,0.501345702,4.406306037,0.782631792,1.173399592,4.452264821
Carex helodes,0.181785336,0.265796965,0.961747861,2.007784522,0.373594795,143.8626583,4.23375869,2.401439771,6.35222961,1.530237111,2.602323075,2.480564849,1.656826452,22.53719604,4.170090547,0.293050319,1.175139303,12.27565508,1.501969151,1.460874516,12.73474167
Carex hendersonii,0.33962874,0.116113101,1.678008965,1.654654046,0.597103758,81.17265942,2.170589029,2.257334609,3.100142073,2.584415553,1.76207879,1.292573883,2.420602772,40.44194518,6.36517458,1.314842719,1.080230406,18.42420804,4.521395432,4.866969927,17.83541055
Carex heteroneura,0.097564762,0.154376228,1.409805689,0.595287779,0.101405557,27.58351474,1.654017206,1.604303593,1.293054782,1.557991588,2.040809253,1.392194579,1.521357418,8.968575057,1.744313302,0.374740707,0.702734398,4.832623819,1.125120499,1.564035189,5.03082847
Carex heterostachya,3.950119689,10.22272501,28.55772451,13.04586408,4.203050954,1048.082385,26.90752061,39.90240395,36.31959489,43.43841405,52.44322805,24.45865965,37.42531277,290.7682274,44.91124495,14.98871606,11.37652625,120.9016699,49.86644131,84.03740704,96.9936332
Carex hirsutella,0.125580853,0.460364638,1.2322806,0.587314468,0.160868228,35.48534148,1.134299104,1.507038166,1.237509485,2.692710926,3.433501007,1.067192705,1.548334915,6.135542075,0.759082642,1.003018927,0.56581488,1.760592893,3.007873985,1.334492223,3.371188928
Carex hirta,0.023808538,0.05015573,0.10382462,0.078885583,0.036038117,6.642135603,0.113837083,0.204692348,0.222208478,0.335482569,0.236185179,0.07085672,0.170335593,1.159765174,0.132570616,0.082629717,0.042722025,0.382648966,0.25932564,0.249057987,0.404798356
Carex hirtifolia,0.465109671,0.56562515,1.590973794,0.737934188,0.195880686,50.49371663,1.382680908,2.131756361,1.689197026,3.533754731,3.007781117,1.300048335,2.116047794,8.424599221,0.79431001,1.160560234,0.639744623,2.205803313,3.507642181,1.759337982,3.661461049
Carex hirtigluma,1.183335,0.516665,4,2,1.5,10.5,5,5.5,0.5,4.5,1.5,4.5,4.5,100.5,5,6,5,26.5,26,26,45
Carex hirtissima,0.054986573,0.106094809,2.539096668,1.108026009,0.391911097,75.6890909,3.024891615,2.696136032,2.761839376,2.456608868,2.817094014,2.778491665,2.499443359,21.95569138,4.746120026,0.248095005,0.49289353,11.79950775,1.056479645,1.239072952,11.93008439
Carex hispida,0.551191732,1.276742916,3.066383438,1.810501447,0.441102902,57.21289683,3.324002156,3.417590717,3.08469771,2.724635658,6.941046055,2.638619955,3.568064635,10.98906219,3.054342202,1.134525632,2.34709808,7.514061531,3.674665297,5.842465962,7.485869033
Carex hitchcockiana,0.224430013,0.583165128,2.249812033,0.923985032,0.257662602,63.52489336,1.934116614,2.812723,2.008488296,4.546004817,3.097809215,1.831561163,2.887077323,9.171758304,1.181982693,1.268217602,0.929624834,3.138685588,3.900453308,2.909576867,4.285975506
Carex hochstetteriana,0.194885883,0.741213299,6.371812929,1.843908891,1.176151918,58.38764139,5.378971401,6.762642482,1.712697677,6.883555283,5.554277631,5.732945723,7.028513356,47.74445867,3.915780041,2.792848009,1.414213562,11.26277053,11.96104789,9.936464831,17.42029468
Carex holostoma,0.121625528,3.6873154,2.143407291,0.616298869,0.176980277,146.978084,1.228773409,4.054429454,4.304825126,1.366989496,4.636996565,1.005298301,3.780563029,8.684494878,0.904925134,0.564757823,0.772327533,2.382612776,1.790120722,2.392497175,2.660518748
Carex hoodii,0.193804569,0.242506789,1.268365947,0.870797269,0.222629519,51.75940284,1.502340309,2.003932404,2.018105548,2.31493264,3.166310995,1.19010308,1.729650908,16.80212984,3.166473046,0.504812491,0.919802402,9.035387919,1.580918331,2.153759535,9.045964581
Carex hookeriana,1.188800153,1.195824607,8.616996197,3.280964284,1.821165731,542.8067271,4.192488769,17.63698402,16.82191975,9.619373226,19.94054655,4.263902461,15.74742987,35.76380082,7.026045963,1.42337348,3.172422366,19.05524492,4.544537586,14.55560629,26.93885231
